,0
මිහිකත,4
සංවරයක්,4
මෛත්‍රීට,4
ඇමතිකමෙන්,4
අස්වෙයි,4
නැතිවිය,4
බීට,4
පැණියේ,4
හදිසියක්,4
ඔප්පුකරන,4
කාසියෙන්,4
බැලුවහොත්,4
ආගමෙහි,4
අවිචාරවත්,4
ජයසූරියටත්,4
ත්‍රිකුණාමලේ,4
දිනාගන්නා,4
ගින්නට,4
ගොංගාලේගොඩ,4
වැවෙන්සා,4
ආසාදිත,4
රතිඤ්ඤ,4
මන,4
ඉරා,4
එරෙහිවූ,4
නොබියව,4
හටගත්,4
ගැසූහ,4
වැළඳුනා,4
රැවුල්,4
දිනත්,4
පතරංග,4
මලෙහි,4
පළු,4
බිළිඳු,4
සංස්කාරකවරයා,4
උපදේශකවරුන්ගේ,4
චතුරිකා,4
චිත්තයෙහි,4
දහනවයත්,4
පනවපු,4
පක්ෂපාතිත්වය,4
බිහිවූවක්,4
රැකියාවල,4
පෝලිම්,4
වෙදකම්වල,4
ඡායා,4
විනිසුරුවරු,4
විනාශයට,4
දුටුවෙමි,4
වැදුණු,4
අරඹන්නේ,4
නොගත්හ,4
බහුබූතය,4
රචකයන්,4
පුනරුදයක්,4
ප්‍රචණ්ඩත්වය,4
ප්‍රාචීන,4
යොදවන,4
කිරමේ,4
දෙවුන්දර,4
රාජාවලිය,4
නිශ්ශූන්‍ය,4
බැරිකම,4
අවශ්‍යතාවය,4
ශක්තියේ,4
නුවරඑළියේ,4
ශූන්‍යතාවක්,4
සෝමාරාම,4
මුළුමණින්,4
සංසාරයට,4
ජනගහණයෙන්,4
කඳවල,4
අත්දැකීමක්‌,4
අහම්බයකින්,4
කෝවිලට,4
විප්ලවයක,4
භේදයට,4
එකටයි,4
විචාරකයන්ගෙන්,4
බැහැරව,4
බමුණන්ගෙන්,4
මූලාශ්‍රයක්,4
න්‍යුට්‍රීනෝවේ,4
රේණුවක්වත්,4
පැවරෙන,4
නායකකමත්,4
දූරදර්ශී,4
තුලම,4
දාවි,4
විශ්වාසවලට,4
ෆැන්ටසියක්,4
මහතායි,4
බිමක්,4
නොකෙරුණ,4
විචල්‍ය,4
මතුවෙන්න,4
පක්ෂයෙත්,4
අරක්,4
පත්‍රවල,4
දේශීයත්වයක්,4
ඔ,4
ව්‍යවස්ථාවකි,4
ලජ්ජාවට,4
කණකොකා,4
කීයකට,4
පිරුවා,4
හැසිරෙන්නෙ,4
යිං,4
ආණ්‌ඩුව,4
සම්මුතිවාදී,4
නිර්ණිත,4
මුහුදෙ,4
ගිලිලා,4
නාමිකව,4
මෙහෙවර,4
වැදගතුන්,4
වතුවල,4
සටන්වලට,4
අගනා,4
කඩකරන,4
ඇමතිධුර,4
ලිපිවත්,4
පළිගැනීමේ,4
පාර්ලිමෙන්තු,4
කුහකයකු,4
ලේක්හවුසියට,4
වැවිලි,4
පිටවන,4
ගිවිසුම්වල,4
කටපාඩමි,4
ටිකක්වත්,4
පෝතකයකුට,4
භූගෝල,4
ඔත්තුකාරයකු,4
පැවසෙන්නේ,4
උපකුලක,4
පෞර,4
කරවීමටත්,4
පොහොයට,4
ගෙන්නලා,4
භෞතිකව,4
තැනයි,4
සාධුකාර,4
විශ්වාසයත්,4
පණ්ඩිතමානී,4
හඳුනමි,4
මිසරය,4
න්‍යායාචාර්යවරුන්,4
ප්‍රාණියකුගේ,4
සාගල,4
කවුරුවක්වත්,4
සමරාවි,4
මිලදී,4
සංස්ථාවේ,4
කැඩිච්ච,4
රජිව්ගේ,4
පැමීණීමට,4
ඇත්තෙකි,4
සදාචාරයකට,4
තරුණයි,4
පරිච්ඡෙද,4
එස්ගෙ,4
හිතළුවක්‌,4
යුද්ධයකට,4
ඇතිවුණෙ,4
සීයෙ,4
අකමැත්තෙමි,4
ශ්‍රද්ධාවෙන්,4
එකිනෙකෙන්,4
ඉගැන්වූහ,4
කරුණාදාස,4
කමිකරුවන්,4
කරවීමේ,4
පැරදීමට,4
එවැන්නන්ගේ,4
ක්ෂණ,4
ආටිගල,4
මර,4
ඔබතුමාගේ,4
බොරුවේ,4
චෝදනාත්,4
සමාජයටම,4
හරින්නෙ,4
නොපවතී,4
නීතිවල,4
සතත,4
නට්සිවාදීන්,4
වෙල්ලාලයන්ගෙ,4
එතුමිය,4
තැඹිලි,4
ජනබලයට,4
නට්සින්,4
වහාබ්තුමාට,4
ගොඩගැනීම,4
තිලංග,4
විජයකලාට,4
මුරුත්තෙට්ටුවේ,4
රබන්,4
නොනමා,4
ද්‍රව්‍යවාදියා,4
පත්වුනෙ,4
ජනාධිපතිවත්,4
ක්‍රමික,4
සිටින්නේත්,4
ගැටුමත්,4
වර්ධරාජා,4
න්‍යායෙ,4
බුද්ධාමට,4
කස්ත්‍රෝට,4
පරිපූර්ණ,4
ගලවන,4
උන්වහන්සේලාට,4
කමිටුවකට,4
පුහුණවක්,4
උත්සහ,4
ලබනු,4
මහත්මා,4
උන්වහන්සේත්,4
පහතින්,4
ජනාධිපතිධුරය,4
සත්ත්වයාගේ,4
අනුසාරයෙන්,4
පැනෙව්වා,4
වෙල්ලස්ස,4
විද්‍යාලයක්,4
සංදර්භයෙන්,4
අසම්පූර්ණයි,4
කූඩෙට,4
ජනමාධ්‍යයේත්,4
යථාතථ්‍ය,4
රමණීය,4
ඇල්ම,4
වෙනස්වනු,4
තිස්දෙකක්,4
පත්‍රිකාවලට,4
අමනෝඥ,4
පිවිස,4
අමනුෂ්‍යයන්ගේ,4
කියන්නෙයි,4
කොටන්න,4
වීරකෝන්,4
පියතුමාට,4
පොළඹවා,4
බහින,4
දිනවන්න,4
වනනවා,4
භාග්‍යය,4
නැතියවුන්,4
නමිනි,4
කරාවෙ,4
කටයතු,4
බලකායක්,4
ඇතැයිද,4
කැඩි,4
අවිය,4
සේනානායකගෙන්,4
පොරවා,4
දාන්නත්,4
හතකට,4
තිස්ගණන්වලින්,4
තනිවම,4
ආනත,4
ගුණයෙන්,4
පලයව්,4
සොයිසලා,4
වයෝවෘද්ධ,4
ජුසේ,4
ලසන්ත,4
ගොවියෝ,4
සේවාවාසික,4
කෙරීමෙන්,4
වසරෙහි,4
සුක්කානම,4
අනුශාසනාවක්,4
සාපේක්ෂත්වය,4
කළයට,4
සොළින්,4
පතුරවා,4
උපකුලපතිවරුන්,4
දූෂණයට,4
ප්‍රකාශකිරීම,4
නිබන්ධනය,4
ධනස්කන්ධයක්,4
කළුකුහර,4
දහහතකට,4
අයිය,4
ජඩමාධ්‍යවේදීන්ගේ,4
තීරණාත්මකයි,4
අතර්,4
මුල්බැස,4
විපක්ෂෙපොදු,4
විසිරෙන්නේ,4
නැරඹීමේ,4
හිමියෙන්,4
එපායැ,4
පුස්සකු,4
කොල්කතාව,4
ස්වාමිනාදන්ට,4
සමරක්කොඩි,4
ගිරවුන්,4
අන්තවාදයත්,4
කඩවීම,4
පන්දු,4
කොල්ලකරුවන්,4
ජාතිකත්වයකින්,4
අමනාප,4
ඛගෝලයෙහි,4
පූට්ටුවා,4
දරන්නේත්,4
සුපර්,4
මවත්,4
වැඩිකලක්,4
ලලිත්ගේ,4
ස්වසිද්ධීන්ගෙන්,4
වරායවලට,4
නලියා,4
අධිකරණයකින්,4
අටමගලක්,4
සිංහට,4
සමාජවාදීන්ටත්,4
ඉඟි,4
මෙවන්,4
පර්ෂදයෙ,4
කැළඹීමක්,4
ඇල්ගී,4
පෙළහර,4
සහේට,4
පහත්කොට,4
උගේ,4
ව්‍යවසායක්,4
කටහඬින්,4
යාමක්,4
මැවුම්වාදය,4
ඡන්දවලිනි,4
හරඹයක්,4
ලෝකයකින්,4
ජාතිකවාදයත්,4
පැවරිණි,4
භූවනෙකබාහු,4
ජඩමාධ්‍යයට,4
ඉගැන්වුවා,4
වරදකුත්,4
ඇයටත්,4
සීයකට,4
පිළිගැනෙන්නෙ,4
වාර්තාවලින්,4
හතරහමාරක්,4
නිසරු,4
පත්කරගන්න,4
යනකම්,4
සඳහන්කිරීමට,4
හර්තාලයෙ,4
උල්ලංඝණය,4
සංගායනාව,4
වලව්වේ,4
අකුරින්,4
අනුප්‍රාප්තිකයන්,4
හටගත්තේ,4
අතරද,4
උළෙල,4
ලිබරල්වාදයට,4
පනවනවා,4
පේළියක්,4
අමාත්‍යංශෙ,4
පැටෙව්වා,4
සවිඥානිකව,4
පොතපතෙන්,4
දඬුවමට,4
කුමුදුමලී,4
ප්‍රතිලාභයක්,4
ප්‍රභූන්ටත්,4
ගනිත්වා,4
ලොවම,4
දෙදරීම්,4
කර්සායි,4
අනුග්‍රහයත්,4
ඇෆ්ගන්,4
තුන්සියයකට,4
පරදින්නෙ,4
පර,4
කණේ,4
දහඅටෙන්,4
ඇහුවම,4
බක,4
කොන්කර,4
මහිමය,4
ප්‍රතිපත්තියෙන්,4
චෛත්‍යයේ,4
හැකිනමි,4
පදනම්වෙලා,4
නිර්මාණශීලිත්වයක්,4
නැගුවේ,4
මහායානික,4
චක්‌ඛු,4
ක්‍රියාවලියෙහි,4
සකස්කරනු,4
ජීවත්වූයේ,4
ග්‍රීසියේ,4
ප්‍රතිපත්තියෙ,4
උසින්,4
සාපේක්‌ෂ,4
කතාන්දර,4
ස්‌ථාවරත්වයක්‌,4
අවුරදු,4
ලියැවුණේ,4
කාරයෙන්,4
බැසිල්ටවත්,4
සැමරුම,4
පීඑච්ඩී,4
නැත්තා,4
ගමනාගමනයට,4
ජනමාධ්‍යවේදී,4
සමාජවාද,4
පැත්තෙත්,4
අමරසේකරගෙන්,4
ගනිවි,4
හීන්දැරි,4
මවල,4
වයිපව,4
රත්මලානෙ,4
නිරමාණය,4
සිනහසුණහ,4
භෞතිකවාදීහු,4
වෙදමහතාගෙන්,4
ජ්‍යොතිෂයෙහි,4
දෙවනු,4
පිළිවෙළේ,4
යුගයෙහි,4
කෙනකුවත්,4
වෛරස්,4
එතැනදි,4
මොණරුන්,4
මැවීම,4
හමු­දා­වට,4
සමරුව,4
ඇරීම,4
මැතිණියත්,4
අත්හළ,4
සංසදයට,4
දෙස්,4
කුහරයෙන්,4
නිජබිමෙන්,4
දේචි,4
කමිටුවලට,4
ගිල්වා,4
පැත්තකත්,4
බණ්ඩාරණායක,4
අසුනේ,4
නින්ද,4
තිස්ගණන්වල,4
ජාතිවාදීන්ටත්,4
ඇලෙක්සැන්ඩර්,4
නොදැක්වූ,4
මිනිසකුගේ,4
තොත්ත,4
දොළහයි,4
ශූරයන්,4
සාපේක්ෂතාවාදියකු,4
පටවපු,4
කොමිසම්වලට,4
පේටන්ට්,4
දමයි,4
බූරුවෙක්,4
කනින්ග්හම්,4
ඉන්ඩො,4
මුලතිව්,4
සංචාරයක,4
දත්හ,4
එවැන්නෙක්,4
පුතු,4
ජයසූරියයි,4
ගෙයින්,4
සුළුතරයට,4
යොදාගැනෙයි,4
ජාතිවාදි,4
ආකාරවලින්,4
නොපෙනෙයි,4
එකටවත්,4
ගුරුත්වාකර්ෂණයට,4
හිටින්නෙ,4
අපවත්වීමාන්තික,4
ආත්මවාදයක්,4
පැන්නුවා,4
ට්‍රොට්ස්කිගේ,4
සූරාකනු,4
ශ්‍රද්ධාවක්,4
ඇඟිල්ල,4
පරදුවට,4
ණැන,4
වට්ටවා,4
සාක්ෂිකරුවකු,4
කට­යුතු,4
වරදකරුවන්ට,4
රාජිතත්,4
යුනෙස්කෝ,4
ඇතිවුනු,4
උදවුවක්,4
රේගුවේ,4
බලනොපාන,4
වචනයක,4
විකිරණය,4
විෂයය,4
ඔඩෙස්සා,4
ඇවන්ගාඩ්,4
ප්‍රජාවගේ,4
ගැයීමෙන්,4
බයියෙක්,4
කතුවරයාට,4
වෙනයම්,4
නිදහසක්වත්,4
අසන්නන්ට,4
ලීලා,4
ජාතිකත්වයකුත්,4
සිසුන්ටත්,4
මාක්ස්වාදීනට,4
කෝළම්,4
පළවීම,4
ආකෘතියකට,4
රාමනුජන්ට,4
දළඹුවන්,4
ධෛර්යය,4
ඛගෝලය,4
වැන්නවුන්ට,4
මුස්ලිම්වරු,4
ප්‍රමාණ,4
දෘෂ්ටිවාද,4
වක්‍රයක්,4
යුදෙවූ,4
පාපයට,4
උණට,4
තරුණයින්,4
පර්යේෂකයෝ,4
ජනප්‍රියතාවක්,4
